Year,Month,Mitte,Moabit,Hansaviertel,Tiergarten,Wedding,Gesundbrunnen,Friedrichshain,Kreuzberg,Prenzlauer_Berg,Wei_ensee,Blankenburg,Heinersdorf,Karow,Stadtrandsiedlung_Malchow,Pankow,Blankenfelde,Buch,Franz_sisch_Buchholz,Niedersch_nhausen,Rosenthal,Wilhelmsruh,Charlottenburg,Wilmersdorf,Schmargendorf,Grunewald,Westend,Charlottenburg_Nord,Halensee,Spandau,Haselhorst,Siemensstadt,Staaken,Gatow,Kladow,Hakenfelde,Falkenhagener_Feld,Wilhelmstadt,Steglitz,Lichterfelde,Lankwitz,Zehlendorf,Dahlem,Nikolassee,Wannsee,Sch_neberg,Friedenau,Tempelhof,Mariendorf,Marienfelde,Lichtenrade,Neuk_lln,Britz,Buckow,Rudow,Gropiusstadt,Alt_Treptow,Pl_nterwald,Baumschulenweg,Johannisthal,Niedersch_neweide,Altglienicke,Adlershof,Bohnsdorf,Obersch_neweide,K_penick,Friedrichshagen,Rahnsdorf,Gr_nau,M_ggelheim,Schm_ckwitz,Marzahn,Biesdorf,Kaulsdorf,Mahlsdorf,Hellersdorf,Friedrichsfelde,Karlshorst,Lichtenberg,Falkenberg,Malchow,Wartenberg,Neu_Hohensch_nhausen,Alt_Hohensch_nhausen,Fennpfuhl,Rummelsburg,Reinickendorf,Tegel,Konradsh_he,Heiligensee,Frohnau,Hermsdorf,Waidmannslust,L_bars,Wittenau,M_rkisches_Viertel,Borsigwalde
2015,1,0.15820629942438505,0.15778090059757233,0.15778090059757233,0.15777079867210295,0.15778090059757233,0.15779288530730295,0.15854247007054437,0.1574015933034569,0.15874015376750514,0.15875859558582306,0.1587388913589665,0.15875859558582306,0.15862203166794833,0.15873177097900754,0.15863904848731777,0.1583786286756269,0.15852217861216616,0.15865764217016967,0.15820661836973543,0.15806856284746812,0.15778090059757233,0.15735894299651756,0.15647737300296055,0.15545629015605067,0.1551833610688406,0.156450724554388,0.15710340204166243,0.15566003698779576,0.15611596817367257,0.15655310451984406,0.15655310451984406,0.15562300384044647,0.15424748624787302,0.1542166769504547,0.1559185415108239,0.15562300384044647,0.1558674221659906,0.15647432208061218,0.15604766335042078,0.15647432208061218,0.1552131026983261,0.15529050718328832,0.15466121811757375,0.1539736912123109,0.15653619640272348,0.15647432208061218,0.1567361054706566,0.15669123913010533,0.15598892863864391,0.15498183354312395,0.15732944011688232,0.15732944011688232,0.15732788620073773,0.15705821064018205,0.15732944011688232,0.15732944011688232,0.15732944011688232,0.15732895972651972,0.157111507710279,0.1570182998228624,0.15685885496779964,0.15700019896030426,0.15547305829961663,0.1570175201668039,0.15595625314811454,0.15499621081773898,0.1538674507871171,0.1552992950495532,0.15373080251480623,0.15271606461189605,0.15821473300457,0.1578380929208987,0.15727371754950614,0.15587813686632015,0.15727038032061114,0.1577907851851183,0.15700019896030426,0.15852465909240993,0.15821473300457,0.15875859558582306,0.15829244440862603,0.1583154938223879,0.1584578867967666,0.15875859558582306,0.15786522531159505,0.15778090059757233,0.15678944393482652,0.15655310451984406,0.1572615421267788,0.15753442970972098,0.15789531104833557,0.15812652606628078,0.1581621915102005,0.15785160789109734,0.15792898273596787,0.15758064724562088
2015,2,0.0208939322242149,0.021472996100783348,0.021472996100783348,0.021473099832648637,0.021472996100783348,0.021456682204179046,0.02013369636884189,0.020740222797367137,0.020167235896050767,0.02014213241636753,0.02011926519674502,0.02014213241636753,0.01997488908094987,0.020092500288581377,0.02030486301628871,0.0207467579335062,0.019791846885551908,0.020024973598404508,0.02089349806756134,0.021140141763902626,0.021472996100783348,0.02201350379439155,0.02149538473455174,0.0227071769134911,0.023166762131813064,0.023059161281957917,0.022350998535504634,0.02282644700288428,0.023761928894186265,0.023064155131578445,0.023064155131578445,0.024548817425966263,0.024393580346824113,0.024390103295445442,0.02407706888787813,0.024548817425966263,0.024149324877800773,0.02148641273379326,0.02199179662685912,0.02148641273379326,0.022998793050646782,0.022905974131799463,0.02376939002968657,0.024402434913137067,0.02148577737582455,0.02148641273379326,0.021057800937665773,0.021131259543294364,0.021440403564218214,0.02051622080632482,0.020086348056793213,0.020086348056793213,0.02008889224720051,0.019704462901625808,0.020086348056793213,0.020086348056793213,0.020086348056793213,0.02008493093240117,0.019443459786596114,0.019168501791849913,0.019111074888825314,0.019115105271339417,0.01907155930305077,0.019166201850585454,0.018824418796321157,0.018557095226815413,0.018213230092844965,0.018857323588893138,0.018382510537890646,0.0185612806436531,0.019039595499634743,0.019063011892832715,0.01897162055353605,0.018580710929615676,0.01878416365185908,0.019109921773360912,0.019115105271339417,0.01966788831675567,0.019039595499634743,0.02014213241636753,0.01919713472880097,0.01924386129256443,0.019532525224130046,0.02014213241636753,0.019862860146673576,0.021472996100783348,0.022907449735604973,0.023064155131578445,0.022879302517284674,0.022534731493929958,0.021879300605657057,0.021401927302768294,0.02139459364116192,0.021458457003359507,0.02144254689915882,0.0217325138946454
2015,3,0.07237354073684536,0.07235699146986008,0.07235699146986008,0.07234909039383977,0.07235699146986008,0.07235745771035859,0.07224256094818045,0.071706927955344,0.0723943092427713,0.07239502668380737,0.07263077172301385,0.07239502668380737,0.07386953119166106,0.07243602464003816,0.07239037594965918,0.07401562025119637,0.07384201356537244,0.07360285214706895,0.07237355314475871,0.07265085217322328,0.07235699146986008,0.07234299435686913,0.07134321826135692,0.07131343760398856,0.07137566079719879,0.07224927200918961,0.07234050541951056,0.07153331460496065,0.07235685445220212,0.07232711464166641,0.07232711464166641,0.07239039242267609,0.07133919860844633,0.07131565362215042,0.07237028603161488,0.07239039242267609,0.07236921440332647,0.071335069835186,0.07132507343552356,0.071335069835186,0.07130827009677887,0.07130991487006545,0.07131235956738206,0.07128746432698302,0.07138346394818844,0.071335069835186,0.0713509152435664,0.07134819954228204,0.07123112336207817,0.07090812708623344,0.07138682901859283,0.07138682901859283,0.0713867349620681,0.07124361495810902,0.07138682901859283,0.07138682901859283,0.07138682901859283,0.07138642127925518,0.07120185525134966,0.07112274350133091,0.07106634467824326,0.07110738009214401,0.07066401601288236,0.07112208175523932,0.0708381428952095,0.07059054469331962,0.07022905700324672,0.07068521497592058,0.0702634809482788,0.07009973383759179,0.07200278341770172,0.071725109205892,0.07152075075582946,0.07123071661609615,0.0718324331110765,0.07169142723342027,0.07110738009214401,0.07222630756724996,0.07200278341770172,0.07239502668380737,0.07205883025010257,0.07207545389299957,0.07217815021237516,0.07239502668380737,0.0717558876774677,0.07235699146986008,0.07267944219256839,0.07232711464166641,0.07403002514311571,0.07422548405486143,0.07414748070862927,0.07392771118484215,0.07408979535102844,0.07267832583317455,0.07302996136147079,0.07235211856376435
2015,4,0.04163765824804537,0.04187396913766861,0.04187396913766861,0.041880259496736905,0.04187396913766861,0.04186731157953766,0.04147453996932665,0.04216662774889824,0.04134109984966613,0.04133085533976555,0.041436346381087175,0.04133085533976555,0.041993090259886415,0.0413523394926361,0.041397264270442054,0.04226472907433686,0.04199937009367701,0.04187133231558279,0.04163748107252261,0.041846093717450634,0.04187396913766861,0.0419555758244847,0.04268399817127645,0.0430978671148762,0.04319632860985423,0.04218853608669227,0.042001565411645625,0.04289666680575372,0.042286077891350075,0.04210520535707474,0.04210520535707474,0.042490050196647644,0.04377631954040909,0.04380512982606888,0.042367766502136396,0.042490050196647644,0.04239176791906955,0.042687561362981796,0.042861307565088914,0.042687561362981796,0.04319588094949722,0.043164683985397974,0.04353332211010439,0.043946367839321106,0.04264903289587262,0.042687561362981796,0.04256309382122037,0.042584425973406635,0.043062993993034336,0.044014920250120715,0.04228098690509796,0.04228098690509796,0.04228172573013412,0.042282474631571504,0.04228098690509796,0.04228098690509796,0.04228098690509796,0.04228053988876598,0.042078194858039035,0.04199146237714824,0.04213651181640403,0.041974619030952454,0.043723777597610446,0.04199073688592568,0.042112320512568996,0.042238954720746895,0.042385568359613074,0.04299350722410028,0.04309667776040178,0.044814407783859735,0.041227150708436966,0.04145894868302901,0.0416084518055426,0.041753127243473666,0.04131696902499395,0.04150939642760714,0.041974619030952454,0.04128624793591031,0.041227150708436966,0.04133085533976555,0.04124196884960984,0.041246363950576355,0.04127351568232025,0.04133085533976555,0.04179974152985616,0.04187396913766861,0.04221716849993619,0.04210520535707474,0.04273463500373925,0.042745769841901045,0.04259146804004223,0.042420917929994806,0.042477358132600784,0.041985862711214135,0.042108307617015034,0.04191168372958547
2015,5,0.038809965641263884,0.03892230615019798,0.03892230615019798,0.038912505843524486,0.03892230615019798,0.03891914119461814,0.03845697269425762,0.03790967638265255,0.038668983897021336,0.038664113730192184,0.039009789209172994,0.038664113730192184,0.040837586656523116,0.038739193857694754,0.038695684061470025,0.04106197509474729,0.04088459296616533,0.04043516115898882,0.03880988141328596,0.039237721558137116,0.03892230615019798,0.03898727495360759,0.037666006807367404,0.03778395491981248,0.03792461756001704,0.039027333912724775,0.03903560766181457,0.038080680356525294,0.03925653022329987,0.03912763670086861,0.03912763670086861,0.039401885122060776,0.03804977816060588,0.03801949322223663,0.03931474322301782,0.039401885122060776,0.03932283098499336,0.03765473887324333,0.03770613310316358,0.03765473887324333,0.03781482204794884,0.03780499730543118,0.03792818209053628,0.03795212705257748,0.0377147657793756,0.03765473887324333,0.03754441632933298,0.03756332420895338,0.037438519736969475,0.036651355447455895,0.03729436919093132,0.03729436919093132,0.03729502405288439,0.037128739517674265,0.03729436919093132,0.03729436919093132,0.03729436919093132,0.03729394312305439,0.037101080555221676,0.03701841260474616,0.03694418458376529,0.037002358585596085,0.036373821906983364,0.03701772111210299,0.03691507789503145,0.03683481208373361,0.03666469671005301,0.03663155478038791,0.036504011976199215,0.0360222736972555,0.03843286260962486,0.037989247909941376,0.03772756165033141,0.03761187099626284,0.03832165306298912,0.037926728672033505,0.037002358585596085,0.0385646436101506,0.03843286260962486,0.038664113730192184,0.03846590560594101,0.038475706248501405,0.03853625193783736,0.038664113730192184,0.03783230022238117,0.03892230615019798,0.039534624952248944,0.03912763670086861,0.04117897374862166,0.04140093038559755,0.041279260758782986,0.04097723312623572,0.0411892831325531,0.0393426985634366,0.039802733110617126,0.03895579553151763
2015,6,0.07526992885578841,0.0749472975730896,0.0749472975730896,0.07495755209370612,0.0749472975730896,0.0749563870252213,0.07587036728445642,0.07617960167161059,0.07567481504878928,0.07568880170583725,0.07558899844720415,0.07568880170583725,0.07507038401111199,0.07568358282209188,0.07559813470982633,0.07458620826259219,0.07512664664955086,0.0751774657409351,0.07527017075054945,0.0750016603552196,0.0749472975730896,0.07470929946316533,0.07625888435187297,0.0757434335738231,0.0754417374281629,0.0743377093758984,0.07455254094752578,0.07539648557042027,0.07389225784179707,0.07423190027475357,0.07423190027475357,0.07350923866033554,0.07486701154107274,0.07489742338657379,0.07373886297383957,0.07350923866033554,0.07370878789025098,0.076273612678051,0.07605648536638475,0.076273612678051,0.07561678439378738,0.07565709574307852,0.07521835606260087,0.0749774135717031,0.07621080371023152,0.076273612678051,0.07646213585911733,0.07642982538578251,0.07653126559458535,0.07763439934336176,0.07688942551612854,0.07688942551612854,0.07688830646417251,0.07712952742850575,0.07688942551612854,0.07688942551612854,0.07688942551612854,0.07689006371021369,0.07717894667164023,0.077302772474733,0.07741776648562117,0.07732681930065155,0.07830945140040384,0.07730380824048477,0.07751072229201302,0.07767984472569478,0.07782337502537505,0.07804813896887343,0.07826812458685888,0.07935512138920592,0.07616347074508667,0.07652423765761215,0.07673662852573097,0.07690222517957962,0.0762528584456976,0.0765657272157253,0.07732681930065155,0.07589297535999437,0.07616347074508667,0.07568880170583725,0.0760956462637314,0.07607552933812792,0.07595125247357784,0.07568880170583725,0.07646888267106025,0.0749472975730896,0.07414086540160449,0.07423190027475357,0.07352925492498243,0.07359999683901615,0.0739430127979587,0.0742668930187966,0.07419668138027191,0.07480810191509633,0.07465578039482634,0.07483061638346247
2015,7,0.11221294285614956,0.11277303099632263,0.11277303099632263,0.11278434003062845,0.11277303099632263,0.11275725170084623,0.11167797661061284,0.11297870407408743,0.11151006013218472,0.11148577928543091,0.11123869642402634,0.11148577928543091,0.10990921822482974,0.11137604604429874,0.1116431772560991,0.11052358128350824,0.1096992369199729,0.11021986517523574,0.11221252292666949,0.11218455076750965,0.11277303099632263,0.11330883485174578,0.114233499606766,0.11553386274841247,0.11591178778799141,0.11444961489281674,0.11363452374109602,0.11531737788757211,0.11495930011691756,0.11433427035808563,0.11433427035808563,0.11566415429115295,0.11722336426617115,0.11725828796625137,0.11524158627442425,0.11566415429115295,0.11531305852494383,0.11423573642969131,0.1147758939619131,0.11423573642969131,0.11584395915269852,0.11574525812310171,0.11662730529362379,0.1174066522027521,0.11416646856253806,0.11423573642969131,0.11378295052089357,0.11386055226169746,0.11446324061224095,0.11418330502521447,0.11275670677423477,0.11275670677423477,0.1127593944593991,0.11234000478192023,0.11275670677423477,0.11275670677423477,0.11275670677423477,0.11275492021997868,0.1119462240941349,0.11159958735673028,0.11159850306494008,0.11153227090835571,0.11224787132102866,0.11159668784425428,0.11093553856017958,0.11038676648076319,0.10972726403647895,0.11145070761995332,0.11045324385934045,0.1117173905958315,0.11019193381071091,0.11060758677572101,0.11060615931581488,0.10979266217267103,0.1096835925374206,0.11073082718683415,0.11153227090835571,0.11092924591871721,0.11019193381071091,0.11148577928543091,0.11037680872569486,0.1104316431282051,0.11077039507011546,0.11148577928543091,0.11188873895673099,0.11277303099632263,0.11389451959897001,0.11433427035808563,0.11276529597505433,0.11222837726426219,0.11156760918165005,0.11123741682273389,0.11107895523309708,0.11245887844697851,0.1121151019628364,0.11302766889675474
2015,8,0.0677527129314846,0.07100000977516174,0.07100000977516174,0.07101613837367227,0.07100000977516174,0.07090852407367892,0.06389886132729773,0.0684632625925558,0.06367751710551921,0.06353674083948135,0.06362367596157138,0.06353674083948135,0.06398730790481881,0.06337678901361878,0.06444930780294872,0.06776421283247877,0.06326256986090362,0.06398214768437442,0.06775027825098079,0.06921218671006324,0.07100000977516174,0.07341154034312229,0.0731129070116202,0.0789732057159262,0.08108295173721516,0.078252605919339,0.0749049096391472,0.07898029812083932,0.0814895814005936,0.07807666063308716,0.07807666063308716,0.08533837646245956,0.08758591364753167,0.08763625472784042,0.08303098047115069,0.08533837646245956,0.08339634524872933,0.07308607548475266,0.0755334187952191,0.07308607548475266,0.08037952333688736,0.0799319044828461,0.08439876728946885,0.08814153374995634,0.07298728777319535,0.07308607548475266,0.07089573459926095,0.0712711311439974,0.07388391421951523,0.07211479947248188,0.0659313052892685,0.0659313052892685,0.06594430690126316,0.06436377255515811,0.0659313052892685,0.0659313052892685,0.0659313052892685,0.06592444372989627,0.06281851147918599,0.06148719531780031,0.061551892217340386,0.06122865527868271,0.06472104475568366,0.061476059256896094,0.060195804051512654,0.059245964617813146,0.058195245805766196,0.06201090091540428,0.060092797204756056,0.06390543493833344,0.059021174907684326,0.05970573833804767,0.059713195413176684,0.05836070209103527,0.05820831837692607,0.060021892850041725,0.06122865527868271,0.061594419936604895,0.059021174907684326,0.06353674083948135,0.05966639482308876,0.059857768804529185,0.061040024922518456,0.06353674083948135,0.06372872952828175,0.07100000977516174,0.07747585060238754,0.07807666063308716,0.0777258949060058,0.07619794809744615,0.07315955195732816,0.0709207622909929,0.07091258466243744,0.07098379750022392,0.07096605644133466,0.07215421044463416
2015,9,0.06185906463982237,0.061639413237571716,0.061639413237571716,0.061638212062030934,0.061639413237571716,0.061645601449978514,0.06213236060095373,0.06183574400025687,0.062134716211178276,0.062144238501787186,0.06221325419189005,0.062144238501787186,0.06260623946440319,0.062208797975746924,0.06208251127978609,0.062312369713029746,0.06283078725167747,0.0624978362196922,0.06185922932479337,0.061832375777334504,0.061639413237571716,0.061449326711752295,0.061482404324899216,0.061092508542100764,0.06092821207325221,0.0610751973373573,0.06133155783127548,0.06107691173238032,0.06080238152599958,0.061081502586603165,0.061081502586603165,0.06048761308193207,0.060354637053500956,0.0603516586124897,0.060676320309611724,0.06048761308193207,0.06064664147664191,0.06148405373096466,0.06132221306815246,0.06148405373096466,0.06099897623062134,0.06102874676428754,0.06064045015573884,0.06033864218801567,0.06149141093455409,0.06148405373096466,0.06166211556676877,0.06163159803483894,0.061524480116003685,0.062004975800002735,0.062065694481134415,0.062065694481134415,0.06206463752652265,0.06256940180159115,0.062065694481134415,0.062065694481134415,0.062065694481134415,0.062067543005638506,0.062904290392369,0.06326295092615775,0.06335103424201412,0.06333260238170624,0.06353174804633292,0.06326595101408883,0.06448117650508678,0.06553743801324492,0.06679618810627509,0.06446203127816584,0.06631445694440098,0.06595201944251544,0.06332113593816757,0.06332469180576489,0.06373395603179621,0.06527464620180466,0.064333328505042,0.06327146142961403,0.06333260238170624,0.06265046795912427,0.06332113593816757,0.062144238501787186,0.06315297148750726,0.06310309345415571,0.06279496060537838,0.062144238501787186,0.06240584375605389,0.061639413237571716,0.06121486174126547,0.061081502586603165,0.061527460521911936,0.061694057928008736,0.06191058740041817,0.062030372670613114,0.06207071617245674,0.061719394853196656,0.061806918569534165,0.06154841809597408
2015,10,0.10149146250581055,0.10130071640014648,0.10130071640014648,0.10129714518982365,0.10130071640014648,0.10130609026712627,0.10168447607758879,0.10126697954142269,0.10173083936941156,0.10173910856246948,0.10150335094220339,0.10173910856246948,0.10023795654991134,0.10164879235467754,0.10168550441021035,0.10003313571296706,0.10006172655654148,0.10053121864090912,0.10149160551886012,0.10116766575370222,0.10130071640014648,0.10114439239597456,0.10084059043100753,0.10057224866859833,0.10051719573587786,0.10081985473954232,0.1010495857518796,0.10062296535377026,0.10071045760315829,0.10084560513496399,0.10084560513496399,0.10055804997682571,0.10039860991511618,0.10039503872394562,0.10064942006548783,0.10055804997682571,0.1006346721259896,0.10083881765604019,0.10072510087601405,0.10083881765604019,0.10050857067108154,0.10052883883230714,0.10044568938646897,0.10026539635973802,0.10086069132938213,0.10083881765604019,0.10100383388752134,0.10097555220610185,0.10051069408142518,0.09965659227377488,0.10137784481048584,0.10137784481048584,0.10137686529308335,0.10095347538081442,0.10137784481048584,0.10137784481048584,0.10137784481048584,0.10137669986381513,0.1008584318438445,0.10063628321495587,0.10043457942438538,0.10059314221143723,0.09887996236496492,0.10063442500821815,0.09930476645158091,0.09811993937296364,0.09703977181611366,0.09883542845092083,0.09709084415389783,0.09657690646882926,0.10090289264917374,0.10080683570343629,0.10030285029661767,0.09858080331760366,0.09976777539907608,0.10082493998818402,0.10059314221143723,0.10137941950638123,0.10090289264917374,0.10173910856246948,0.10102237781869304,0.10105781744488572,0.10127675376303186,0.10173910856246948,0.10134087664583684,0.10130071640014648,0.10063492669691997,0.10084560513496399,0.09965869694560975,0.09958121554139905,0.09975620859165665,0.1000179863919931,0.09988562017679214,0.1010382983337387,0.10075113478713241,0.10122648782260266
